O.S;Status;Cod Classe;Classe;Cod Motivo;Motivo;Cod Oficina;OF;Oficina;Equipamento;Frota;Modelo;Cod Modelo;Cod Categ;Categoria Operacional;Cod Prestador;Prestador;Entrada;Saída Prevista;Saída;H;Descrição da ordem;Unidade;CC;Descrição CC;Operação;Qtd Dias aberto;Status Frotas
151998164;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98364;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998165;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3318;TRATOR REBOQUE MUDA PICAD;Produção;65;DISPONIVEL
151998166;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98368;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998168;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98372;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998171;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98380;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3318;TRATOR REBOQUE MUDA PICAD;Produção;65;DISPONIVEL
151998172;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98382;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3318;TRATOR REBOQUE MUDA PICAD;Produção;65;DISPONIVEL
151998173;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98386;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998174;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98388;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998175;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98390;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998177;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98394;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3318;TRATOR REBOQUE MUDA PICAD;Produção;65;DISPONIVEL
151998178;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98396;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998180;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98400;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998181;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98402;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998182;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98404;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998183;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98406;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;48,36;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998184;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998185;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998186;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98418;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_16,00_2,00 - Inspeção realizada no sistema eletrico. Revisar chicote. Painel de instrumento, iluminação.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998188;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98292;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3318;TRATOR REBOQUE MUDA PICAD;Produção;65;DISPONIVEL
151998189;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98293;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998190;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98294;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998191;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98295;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998193;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98297;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998194;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98362;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998195;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98364;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998196;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3318;TRATOR REBOQUE MUDA PICAD;Produção;65;DISPONIVEL
151998197;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98368;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998198;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98370;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998199;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98372;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998200;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98374;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998202;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98380;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3318;TRATOR REBOQUE MUDA PICAD;Produção;65;DISPONIVEL
151998203;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98382;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3318;TRATOR REBOQUE MUDA PICAD;Produção;65;DISPONIVEL
151998204;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98386;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998205;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98388;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998207;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98392;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998208;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98394;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3318;TRATOR REBOQUE MUDA PICAD;Produção;65;DISPONIVEL
151998209;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98396;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998210;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98398;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;513,36;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998211;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98400;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998212;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98402;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998213;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98404;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998214;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98406;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;30,86;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998215;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998216;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998217;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98418;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_Sol_6,00_2,00 - Inspeção realizada do caixote. Soldar possiveis trincas na extrutura, e possiveis vazamentos no sistema hidráulico.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998247;Andamento;2;Preventiva  Sistema;5;PREVENTIVA (MANFRO);11001;OFICINA FIXA;Interna;Equipamento;102441;Hidro Roll Hirrigabrasil;822;40;Hidro Roll (Sem Motor);0;0;11/12/2024;11/12/2024 15:21;0;1545,36;"Execução do plano: MANUTENÇÃO PREVENTIVA PROGRAMADA 
Ordem de Serviço programada para o(s) Plano(s) de Manutenção: 360/300/50/30
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;65;DISPONIVEL
151998248;Andamento;5;Preventiva Condicional;36;SENSITIVA CAMPO;11001;OFICINA FIXA;Interna;Equipamento;7011578;John Deere 7225 J 4x4;949;3;Trator de Pneu;0;0;11/12/2024;11/12/2024 16:00;0;1423,86;"Fixa - Revisar capô.
";Barra;3316;MAQUINAS PREPARO DE SOLO;Produção;65;DISPONIVEL
151998290;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;100766;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_MEC_10,00_2,00 Inspeção realizada no sitema da cabine. Trocar os isoladores dianteiros ""coxim"" L/E e L/D. Estão ruins. 8134754_2.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998291;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;100814;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_MEC_10,00_2,00 Inspeção realizada no sitema da cabine. Trocar os isoladores dianteiros ""coxim"" L/E e L/D. Estão ruins. 8134754_2.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998293;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;100766;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_MEC_10,00_2,00 Inspeção realizada no sitema da cabine. Trocar os isoladores dianteiros ""coxim"" L/E e L/D. Estão ruins. 8134754_2.

";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998295;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;100813;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_MEC_10,00_2,00 Inspeção realizada no sitema da cabine. Trocar os isoladores dianteiros ""coxim"" L/E e L/D. Estão ruins. 8134754_2.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998304;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;100766;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_ELE_1,00_1,00 - Inspeção realizada no sistema elétrico. Trocar os farois dianterios L/E e L/D.Estão ruins. 8139232_1, 8136229_1.

";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151998712;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;100768;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_MEC_10,00_2,00 Inspeção realizada no sitema da cabine. Trocar os isoladores dianteiros ""coxim"" L/E e L/D. Estão ruins. 8134754_2.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151999363;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;74916;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_MEC_4,00_2,00 - Inspeção realizada no sistema de arrefeciemento. Trocar o aditivo , limpeza do sistema, revisar possivel vazamento.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151999364;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;74917;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_MEC_4,00_2,00 - Inspeção realizada no sistema de arrefeciemento. Trocar o aditivo , limpeza do sistema, revisar possivel vazamento.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
151999365;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98410;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/12/2024;01/04/2025 06:00;0;0;"E_SAFRA_24/25_MEC_4,00_2,00 - Inspeção realizada no sistema de arrefeciemento. Trocar o aditivo , limpeza do sistema, revisar possivel vazamento.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;65;DISPONIVEL
