O.S;Status;Classe;Frota;Unidade;Centro;Modelo;Entrada;Descrição da O.S;Cód 1;Cód 2;Cód 3;Priorização;Operação;Cód 4;Material/Laudo/Serviço;Semana;DF;Frente;Observação;Ver e Agir ;Engenharia;Aprovisionamento;Execução;Gestão
165528020;Aprovisionamento;Preventiva Condicional;100764;DIA;3460;Case Puma 230 4x4;31/07/2025;"A_SS_P_MEC_1_1,00 - Inspeção realizada no motor diesel, trocar mangueira de combustivel tanque/filtro caneca de vidro/filtro primário, está quebrada as travas 8138750_1; 8138764_1 

";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;94,75%;261;Inversas;Não listado;Não programar;;;
165528021;Aprovisionamento;Preventiva Condicional;100820;DIA;3460;Case Puma 230 4x4;31/07/2025;"A_SS_P_MEC_1_1,00 - Inspeção realizada no motor diesel, trocar mangueira de combustivel tanque/filtro caneca de vidro/filtro primário, está quebrada as travas 8138750_1; 8138764_1 
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;92,54%;262;Inversas;Não listado;Não programar;;;
165528022;Aprovisionamento;Preventiva Condicional;100765;DIA;3460;Case Puma 230 4x4;31/07/2025;"A_SS_P_MEC_1_1,00 - Inspeção realizada no motor diesel, trocar mangueira de combustivel tanque/filtro caneca de vidro/filtro primário, está quebrada as travas 8138750_1; 8138764_1 
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;98,93%;261;Inversas;Não listado;Não programar;;;
165528896;Aprovisionamento;Preventiva Condicional;100790;BARRA;3460;Case Puma 230 4x4;01/08/2025;"A_VZ_P_MEC_1,00_1,00 - Inspeção realizado no sistema hidraulico. Mangueira da direção está vazando na arruela de aluminio. Trocar arruela de vedação da mangueira da direção.   8133107_2.   
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;100,00%;210;Inversas;Não listado;Não programar;;;
165528897;Aprovisionamento;Preventiva Condicional;100790;BARRA;3460;Case Puma 230 4x4;01/08/2025;"A_MT_P_MEC_1_1,00 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01; 8140288_2; 8119302_1  
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;100,00%;210;Inversas;Não listado;Não programar;;;
165508736;Aprovisionamento;Preventiva Condicional;139521;BARRA;3420;John Deere CH570 1L Colhe;23/06/2025;"A_OT_P_1,00_1,00 - Inspeção realizada no extrator primario. Trocar guia do cabo do elevador. Esta danificado. 8054151_1 8107257_1
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,7731;210;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165526851;Aprovisionamento;Preventiva Condicional;98295;BARRA;3460;MB Axor3131 8x4 Trans.CCT;28/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada na proteção partes quentes, colocar telas protetoras do capô central do motor, está faltando 8192132_1; 8192131_1; 6012077_20  NECESSÁRIO LEVAR ARREBITADEIRA

";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;100,00%;206;Preventiva;Não listado;Programar;;;
165527887;Aprovisionamento;Preventiva Condicional;98366;BARRA;3460;MB Axor3131 8x4 Trans.CCT;30/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada nas caregens partes quentes, colocar tela de proteção LE, está faltando 8192130_1; 6012077_20 NECESSÁRIO LEVAR FURADEIRA, BROCA E REBITADEIRA
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;99,39%;205;Preventiva;Não listado;Programar;;;
165509476;Liberado para Programação;Preventiva Condicional;102180;BARRA;3460;Transbordo 4Eixo ATA21500;25/06/2025;"A_SS_P_MEC_1_2,00 - Inspeção realizada no sistema multspuma, trocar conjunto de mangueira do carretel, está danificada.6060828_1 IMPLEMENTO ENGATADO NA FROTA JD 72203 FRENTE 206  MATERIAL NA SALA DE APROVISIONAMENTO 
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;-;201;Inversas;SEM DEVOLUTIVA;Avaliar: Inspeção / Execução;;;
165527466;Aprovisionamento;Preventiva Condicional;98297;BARRA;3460;MB Axor3131 8x4 Trans.CCT;29/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada nas carenagem partes quentes, colocar telas proteção no capô do motor, posicionado atras da cabine 8192131_1; 8192132_1; 8192130; 6012077_30  NECESSÁRIO LEVAR REBITADEIRA
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;1;207;Preventiva;Não listado;Programar;;;
165524546;Aprovisionamento;Preventiva Condicional;100781;BARRA;3460;Case Puma 230 4x4;23/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar cavilha inferior do articulador LD, está trincada 8123950_1; 8040836_1; 8022285_1; 8103587_3 frente 261
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;99,91%;261;Preventiva;Não listado;Programar;;;
165511229;Aprovisionamento;Preventiva Condicional;101512;DIA;3420;John Deere CH670 2L Colhe;30/06/2025;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de elevador. Trocar corrediças  2,3,4 e 7 furos,estão gastas.       8154147_2  8154129_2  8154149_2  8154150_2    6008969_40  6001466_40     6011731_40        f-262
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,8387;262;Inversas;Não listado;Não programar;;;
165523913;Aprovisionamento;Preventiva Condicional;98406;BARRA;3460;MB Axor3131 8x4 Trans.CCT;22/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada no motor, colocar proteções de partes quentes do motor, está faltando 8186710_1(P5); 8186723_1
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;0,3332;209;Preventiva;Não listado;Programar;;;
165511235;Aprovisionamento;Preventiva Condicional;72122;DIA;3420;John Deere CH670 2L Colhe;30/06/2025;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de elevador. Trocar corrediças 2,3,4 e 7 furos,estão gastas.       8154147_2  8154129_2  8154149_2 8154149_2  8154150_2    6008969_34  6001466_34     6011731_34        f-262

";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;86,30%;262;Inversas;Não listado;Não programar;;;
165511246;Liberado para Programação;Preventiva Condicional;101512;DIA;3420;John Deere CH670 2L Colhe;30/06/2025;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de elevador. Trocar engrenagem motriz de baixo L/D e L/E, estão gastas.    8187165_2              f-262 Material disponível na sala de Aprovisionamento 
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,8387;262;Inversas;Não listado;Ver e agir;;;
165511250;Aprovisionamento;Preventiva Condicional;101513;DIA;3420;John Deere CH670 2L Colhe;30/06/2025;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de elevador. Trocar engrenagem motriz de baixo L/D e L/E, estão gastas.    8187165_2              f-262

";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;86,74%;262;Inversas;Não listado;Não programar;;;
165522833;Aprovisionamento;Preventiva Condicional;100769;BARRA;3460;Case Puma 230 4x4;19/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de engate, trocar suporte de tração, está com folga no furo do pino de tração,, ;  8138902_1.    8138934_1.      8138935_1.      8138373_2 
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;96,71%;202;Preventiva;Não listado;Programar;;;
165511278;Aprovisionamento;Preventiva Condicional;101512;DIA;3420;John Deere CH670 2L Colhe;30/06/2025;"B_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de arrefecimento. Trocar radiador de agua, esta com um pequeno furo.   8136223_1                      f-262                                NECESSARIO CAMINHÃO MUNCK PARA REALIZAR O SERVIÇO!!!!
";B_OT_P;B;B_OT;3;OT;P;MATERIAL;33;0,8387;262;Inversas;SEM DEVOLUTIVA;Avaliar: Inspeção / Execução;;;
165511612;Aprovisionamento;Preventiva Condicional;101513;DIA;3420;John Deere CH670 2L Colhe;30/06/2025;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de elevador. Trocar todas as corrediças,estão gastas.       8154147_2  8154129_2  8154149_2 8154148_2  8154159_2 8154150_2    6008969_64  6001466_64     6011731_64          f-262
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,8674;262;Inversas;Não listado;Não programar;;;
165511629;Aprovisionamento;Preventiva Condicional;72122;DIA;3420;John Deere CH670 2L Colhe;30/06/2025;"A_MT_P_MEC_1,00_1,00 - Inspeção relaizada no sistema de motor. Trocar meia lua do trocador de calor, esta danificada e com uma paliativa.   8142198_1  8138698_3                         f-262
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;0,863;262;Inversas;Não listado;Não programar;;;
165511633;Aprovisionamento;Preventiva Condicional;72122;DIA;3420;John Deere CH670 2L Colhe;30/06/2025;"A_OT_S_MEC_1,00_1,00 - Inspeção realizada no sistema de estrutura. Retirar parafusos da viga L/E da plataforma da carcaça do filtro de ar, estão quebrados.              8070601_3   8055155_3
";A_OT_S;A;A_OT;1;OT;S;MATERIAL;33;0,863;262;Inversas;Não listado;Não programar;;;
165511646;Aprovisionamento;Preventiva Condicional;101513;DIA;3420;John Deere CH670 2L Colhe;30/06/2025;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de estrutura. Retirar e instalar parafuso da viga do motor L/E, esta quebrado.  8071120_2  8051286_2                    f-262
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;86,74%;262;Inversas;Não listado;Não programar;;;
165523917;Aprovisionamento;Preventiva Condicional;98297;BARRA;3460;MB Axor3131 8x4 Trans.CCT;22/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar manta do escape , está com desgaste 8175813_1 
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;100,00%;207;Preventiva;Não listado;Programar;;;
165511657;Aprovisionamento;Preventiva Condicional;100764;DIA;3460;Case Puma 230 4x4;30/06/2025;"A_VZ_P_MEC_1_2,00 - Inspeção realizada no sistema pneumático, trocar o compressor pneumático, está com vazamento 3011133_1 frente 261
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;0,9475;261;Inversas;SEM DEVOLUTIVA;Não programar;;;
165527877;Aprovisionamento;Preventiva Condicional;98366;BARRA;3460;MB Axor3131 8x4 Trans.CCT;30/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar manta do escape , está com desgaste 8175813_1 
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;99,39%;205;Preventiva;Não listado;Programar;;;
165511663;Aprovisionamento;Preventiva Condicional;100819;DIA;3460;Case Puma 230 4x4;30/06/2025;"A_OT_P_MEC_1_2,00 - Inspeção realizada na estrutura, colocar varão de acionamento da trava do capô, está sem. 8162699_1; 8138354_1; 8137625_1; 8137623_1; 8137630_1; 8137609_1; 8137624_1
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;97,73%;261;Inversas;Não listado;Não programar;;;
165511667;Aprovisionamento;Preventiva Condicional;100760;DIA;3460;Case Puma 230 4x4;30/06/2025;"A_SS_P_MEC_1_1,00 - Inspeção realizada no sistema da cabine. Trocar o amortecedores da capô. Está ruim 8130041_2 frente 261
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;0,7528;261;Inversas;Não listado;Ver e agir;;;
165523909;Aprovisionamento;Preventiva Condicional;98422;BARRA;3460;MB Axor3131 8x4 Trans.CCT;22/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar manta do escape , está com desgaste 8175813_1 
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;92,71%;209;Preventiva;Não listado;Programar;;;
165521901;Aprovisionamento;Preventiva Condicional;100810;DIA;3460;Case Puma 230 4x4;17/07/2025;"A_SS_P_MEC_1_1,00 - Inspeção realizada no motor diesel, trocar mangueira de combustivel tanque/filtro caneca de vidro/filtro primário, está quebrada as travas 8138750_1; 8138764_1 frente 262
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;93,88%;262;Inversas;SEM DEVOLUTIVA;Não programar;;;
165511673;Aprovisionamento;Preventiva Condicional;100765;DIA;3460;Case Puma 230 4x4;30/06/2025;"A_MT_P_MEC_1_0,30_1 - Inspeção realizado no motor diesel. Tensor da correia do motor esta danificado. Trocar tensor da correia do motor.  8129892_1.  frente 261
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;0,9893;261;Inversas;Não listado;Não programar;;;
165523911;Aprovisionamento;Preventiva Condicional;98416;BARRA;3460;MB Axor3131 8x4 Trans.CCT;22/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar manta do escape , está com desgaste 8175813_1 
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;93,59%;209;Preventiva;Não listado;Programar;;;
165522804;Aprovisionamento;Preventiva Condicional;100773;BARRA;3460;Case Puma 230 4x4;19/07/2025;"M_MT_P_MEC_1_0,30 - Inspeção realizada no motor, trocar mangueira de saida do reservtório de arrefecimento, está ressecada 8129957_1; 6000089_2   FRENTE 202
";M_MT_P;M;M_MT;2;MT;P;MATERIAL;33;63,92%;202;Inversas;SEM DEVOLUTIVA;Não programar;;;
165511676;Aprovisionamento;Preventiva Condicional;100800;DIA;3460;Case Puma 230 4x4;30/06/2025;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no sistema de transmissão, trocar tubulação de óleo da transmissão para o trocador de calor na parte frontal, está com vazamento 8139106_1;  8139107_1; 8155351_4 frente 261
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;0,9841;261;Preventiva;Não listado;Programar;;;
165511677;Aprovisionamento;Preventiva Condicional;100800;DIA;3460;Case Puma 230 4x4;30/06/2025;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar retentor da carcaça do semi eixo LD, está com vazamento. 8039176_1; 8118060_1; 6031339_1; 8139397_1 8125620_1. 8072952_1 NECESSÁRIO CALÇAR O EIXO E RETIRAR O PNEU DIANTEIRO, REMOVER O SEMI EIXO DE DENTRO DA CARCAÇA. frente 261
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;0,9841;261;Preventiva;Não listado;Programar;;;
165511686;Aprovisionamento;Preventiva Condicional;100765;DIA;3460;Case Puma 230 4x4;30/06/2025;"A_MT_P_MEC_1_2,00 - Inspeção realizada no motor, trocar respiro da tampa de válvula, está com vazamento        8194210_1; 8156732_1; 8126217_1; 8163419_1_6000089_2; 6000090_2; 8194198_1  frente 201    SE POSSÍVEL PROGRAMAR JUNTO AO PLANO DE 90 (REGULAGEM DE VÁLVULA)   FRENTE 201
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;0,9893;261;Inversas;Não listado;Não programar;;;
165522805;Aprovisionamento;Preventiva Condicional;100773;BARRA;3460;Case Puma 230 4x4;19/07/2025;"A_MT_P_MEC_1_1,00 - Inspeção realizada no motor, trocar mangueira do respiro do motor, está ressecada     6000089_2;  8194198_1     FRENTE 202
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;63,92%;202;Inversas;SEM DEVOLUTIVA;Não programar;;;
165513052;Aprovisionamento;Preventiva Condicional;102188;BARRA;3460;Transbordo 4Eixo ATA21500;03/07/2025;"A_SS_P_MEC_1_0,30 - Inspeção realizada no sistema de engate, trocar manilha de segurança, está sem a porca 6045448_1 IMPLEMENTO ENGATADO NO TRATOR 501007 frente 201  
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;-;201;Inversas;Não listado;Não programar;;;
165525853;Aprovisionamento;Preventiva Condicional;98406;BARRA;3460;MB Axor3131 8x4 Trans.CCT;25/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar manta do escape , está com desgaste 8175813_1 
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;0,3332;209;Preventiva;Não listado;Programar;;;
165513696;Aprovisionamento;Preventiva Condicional;100760;DIA;3460;Case Puma 230 4x4;27/06/2025;"A_MT_P_MEC_2_2,00 - INspeção realizada no sistema de arrefecimento, trocar reservatório de arrefecimento, está com vazamento 8129956_1; 8123203_1; 8129957_1; 8123035_1; 8162784_1  frente 261
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;75,28%;261;Inversas;Não listado;Não programar;;;
165513980;Aprovisionamento;Preventiva Condicional;100790;BARRA;3460;Case Puma 230 4x4;04/07/2025;"A_SS_P_MEC_1_2,00 - Inspeção realizada no sistema de tração, trocar pino bola, está com folga. Já foi realizado o reaperto mas a rosca está danificada, impossibilitando o reaperto.8138878_1; 8138876_1 NECESSÁRIO USAR CONJUNTO DE OXICORTE PARA REMOVER O PINO. MUDAR A FURAÇÃO DA BARRA DE TRAÇÃO LEVAR SOQUETE 80MM  PARA APLICAR TORQUE

";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;1;210;Inversas;Não listado;Não programar;;;
165515847;Aprovisionamento;Preventiva Condicional;101531;BARRA;3420;John Deere CH670 2L Colhe;07/07/2025;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de rodante. Trocar roletes superiores L/D e L/E.            8061002_1             F-210
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;96,55%;210;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165523908;Aprovisionamento;Preventiva Condicional;98382;BARRA;3460;MB Axor3131 8x4 Trans.CCT;22/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar manta do escape , está com desgaste 8175813_1 

";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;100,00%;209;Preventiva;Não listado;Programar;;;
165523907;Aprovisionamento;Preventiva Condicional;98392;BARRA;3460;MB Axor3131 8x4 Trans.CCT;22/07/2025;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar manta do escape pequena, está com desgaste 8175813_1 
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;0,9863;209;Preventiva;Não listado;Programar;;;
165515909;Aprovisionamento;Preventiva Condicional;100790;BARRA;3460;Case Puma 230 4x4;07/07/2025;"A_VZ_P_MEC_1_2,00 - Inspeção realizada no sistema pneumático, trocar o compressor pneumático, está com vazamento 3011133_1 frente 210
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;1;210;Inversas;SEM DEVOLUTIVA;Não programar;;;
165525829;Aprovisionamento;Preventiva Condicional;98297;BARRA;3460;MB Axor3131 8x4 Trans.CCT;25/07/2025;"A_SS_P_MEC_2_4,00 - Inspeção realizada no 2° eixo dianteiro, trocar mola LE, está quebrada 8127236_1; 8128986_2; 8118288_3; 8129020_4  frente 207  NECESSÁRIO CALÇAR O EIXO

";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;100,00%;207;Preventiva;Não listado;Programar;;;
165516063;Aprovisionamento;Preventiva Condicional;101531;BARRA;3420;John Deere CH670 2L Colhe;07/07/2025;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de divisores de linha. Trocar borracha para choque do divisor L/D (batedor), esta rachado.       8065112_1  8071499_1  8055155_1                F-210
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,9655;210;Preventiva;SEM DEVOLUTIVA;Programar;;;
165516967;Aprovisionamento;Preventiva Condicional;101518;DIA;3420;John Deere CH670 1LRevamp;09/07/2025;"A_OT_P_MEC_1,00_2,00 - Inspeção realizada no sistema rodante. Trocar os roletes superiores L/E e L/D.     8061002_2.            F-261
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;92,81%;261;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165526820;Aprovisionamento;Preventiva Condicional;100781;BARRA;3460;Case Puma 230 4x4;28/07/2025;"A_TR_P_MEC_2,00_1,00 - Inspeção realizada no sistema da transmissão. Colocar a mangueira e respiro da transmissão. 8152432_1, 8129979_1; 8106767_1. frente 261
";A_TR_P;A;A_TR;1;TR;P;MATERIAL;33;99,91%;261;Preventiva;SEM DEVOLUTIVA;Programar;;;
165522850;Aprovisionamento;Preventiva Condicional;100792;BARRA;3460;Case Puma 230 4x4;19/07/2025;"A_TR_P_MEC_2,00_2,00 - Inspeção realizada no sistema de transmissão. Trocar reparo da carcaça do filtro de transmissão. Esta vazando. NECESSARIO ESGOTAR O OLEO DA TRANSMISSÃO.        8140307_2   8125593_1   
";A_TR_P;A;A_TR;1;TR;P;MATERIAL;33;96,39%;202;Preventiva;Não listado;Programar;;;
165516972;Aprovisionamento;Preventiva Condicional;101520;DIA;3420;John Deere CH670 1LRevamp;09/07/2025;"A_OT_P_MEC_2,00_2,00   Inspeção realizada no extrator primário.  Trocar carcaça c/anel do extrator primário.está gasto  3009953_01                                             NECESSARIO CAMINHÃO MUNCK !!     f-261
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,8591;261;Preventiva;SEM DEVOLUTIVA;Avaliar: Inspeção / Execução;;;
165516974;Aprovisionamento;Preventiva Condicional;100764;DIA;3460;Case Puma 230 4x4;09/07/2025;"A_MT_P_MEC_1_2,00 - Inspeção realizada no motor, trocar respiro da tampa de válvula, está com vazamento        8194210_1; 8156732_1; 8126217_1; 8163419_1_6000089_2; 6000090_2; 8194198_1  SE POSSÍVEL PROGRAMAR JUNTO AO PLANO DE 90 (REGULAGEM DE VÁLVULA)   FRENTE 261

";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;94,75%;261;Inversas;Não listado;Não programar;;;
165516975;Aprovisionamento;Preventiva Condicional;101518;DIA;3420;John Deere CH670 1LRevamp;09/07/2025;"A_OT_P_MEC_2,00_2,00   Inspeção realizada no extrator primário.  Trocar carcaça c/anel do extrator primário.está gasto  3009953_01                                             NECESSARIO CAMINHÃO MUNCK !!     f-261
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,9281;261;Preventiva;SEM DEVOLUTIVA;Avaliar: Inspeção / Execução;;;
165516983;Aprovisionamento;Preventiva Condicional;100781;BARRA;3460;Case Puma 230 4x4;09/07/2025;"A_VZ_P_MEC_1_2,00 - Inspeção realizada no sistema pneumático, trocar o compressor pneumático, está com vazamento 3011133_1 frente 2161
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;99,91%;261;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165522806;Aprovisionamento;Preventiva Condicional;100773;BARRA;3460;Case Puma 230 4x4;19/07/2025;"A_TR_P_MEC_1_1,5 - Inspeçõ realizada na transmissão, troccar mangueira do filtro da transmissão, está ressecada 8186746_1; 8174443_2 NECESSÁRIO DRENAR FLUÍDO DA TRANSMISSÃO  FRENTE 202
";A_TR_P;A;A_TR;1;TR;P;MATERIAL;33;63,92%;202;Inversas;SEM DEVOLUTIVA;Não programar;;;
165516989;Aprovisionamento;Preventiva Condicional;100781;BARRA;3460;Case Puma 230 4x4;09/07/2025;"A_MT_P_MEC_1_2,00 - Inspeção realizada no motor, trocar respiro da tampa de válvula, está com vazamento        8194210_1; 8156732_1; 8126217_1; 8163419_1_6000089_2; 6000090_2; 8194198_1  SE POSSÍVEL PROGRAMAR JUNTO AO PLANO DE 90 (REGULAGEM DE VÁLVULA)   FRENTE 261

";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;0,9991;261;Preventiva;Não listado;Programar;;;
165522325;Aprovisionamento;Preventiva Condicional;49632;DIA;3460;Case Puma 230 4x4;18/07/2025;"A_TR_P_MEC_2_2,00 - Inspeção realizada no sistema de transmissão, trocar tubulação de óleo da transmissão para o trocador de calor na parte frontal, está ressecada 8139106_1;  8139107_1; 8155351_4 frente 262
";A_TR_P;A;A_TR;1;TR;P;MATERIAL;33;97,56%;262;Preventiva;Não listado;Programar;;;
165526846;Aprovisionamento;Preventiva Condicional;100776;BARRA;3460;Case Puma 230 4x4;28/07/2025;"A_VZ_P_2,00_1,00 - Inspeção realizado no sistema hidraulico. Mangueira do filtro hidraulico está ressecada. Trocar mangueira do filtro hidraulico e visor .  8186746_1; 8130023_1.8174443_2 NECESSÁRIO DRENAR O FLUÍDO DA TRANSMISSÃO

";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;100,00%;206;Preventiva;SEM DEVOLUTIVA;Programar;;;
165528005;Aprovisionamento;Preventiva Condicional;100811;BARRA;3460;Case Puma 230 4x4;31/07/2025;"A_VZ_P_2,00_1,00 - Inspeção realizado no sistema hidraulico. Mangueira do filtro hidraulico está ressecada. Trocar mangueira do filtro hidraulico e visor .  8186746_1; 8130023_1; 8174443_2. NECESSÁRIO DRENAR O FLUÍDO DA TRANSMISSÃO
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;86,06%;207;Preventiva;Não listado;Programar;;;
165516993;Aprovisionamento;Preventiva Condicional;100765;DIA;3460;Case Puma 230 4x4;09/07/2025;"A_MT_P_0,10_1,00 - Inspeção realizada no sistema de motor. Trocar tampa da carcaça do filtro de ar do motor. Esta quebrada.  8138927_1  frente 261
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;98,93%;261;Inversas;Não listado;Não programar;;;
165522812;Aprovisionamento;Preventiva Condicional;100775;BARRA;3460;Case Puma 230 4x4;19/07/2025;"A_MT_P_MEC_1_1,00 - Inspeção realizada no motor, trocar mangueira do respiro do motor, está ressecada     6000089_2;  8194198_1     FRENTE 202
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;99,96%;202;Inversas;SEM DEVOLUTIVA;Não programar;;;
165516997;Aprovisionamento;Preventiva Condicional;100819;DIA;3460;Case Puma 230 4x4;09/07/2025;"A_MT_P_MEC_1_2,00 - Inspeção realizada no motor, trocar respiro da tampa de válvula, está com vazamento        8194210_1; 8156732_1; 8126217_1; 8163419_1_6000089_2; 6000090_2; 8194198_1  SE POSSÍVEL PROGRAMAR JUNTO AO PLANO DE 90 (REGULAGEM DE VÁLVULA)   FRENTE 261


";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;97,73%;261;Inversas;Não listado;Não programar;;;
165517037;Aprovisionamento;Preventiva Condicional;100819;DIA;3460;Case Puma 230 4x4;10/07/2025;"A_MT_P_MEC_2_2,00 - Inspeção realizada no motor, trocar chicote da uidade injetora do 3° e 4° unidade injetora, estão com vazamento de lubrificante pela tomada8161622_1   PROGRAMAR JUNTO A O.S. 165516997    NECESSÁRIO RECOLHER O EQUIPAMENTO
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;0,9773;261;Inversas;SEM DEVOLUTIVA;Avaliar: Inspeção / Execução;;;
165518452;Aprovisionamento;Preventiva Condicional;100809;DIA;3460;Case Puma 230 4x4;11/07/2025;"M_OT_P_MEC_2_2,00 - Inspeção realizada no sistema da cabine. Trocar o coxim traseiro L/E e L/D, estão com fadiga .8023493_2  frente 201
";M_OT_P;M;M_OT;2;OT;P;MATERIAL;33;100,00%;210;Inversas;Não listado;Não programar;;;
165531173;Aprovisionamento;Preventiva Condicional;102248;BARRA;3460;John Deere 7M230 4x4;05/08/2025;"A_VZ_P_MEC_0,10_1 - Inspeção realizada no motor diesel - trocar tampa do bocal de abastecimento de oleo no motor, esta danificada e não veda direito 8106828_01 
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;98,87%;201;Preventiva;Não listado;Programar;;;
165524194;Aprovisionamento;Preventiva Condicional;100816;BARRA;3460;Case Puma 230 4x4;22/07/2025;"A_SS_P_MEC_1_1,00 - Inspeção realizada no sistema de motor diesel, trocar mangueiras de combustível entrada/saída do 1° filtro (caneca de vidro), estão com as travas quebradas  8138764_1; 8138750_1 
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;99,52%;207;Inversas;SEM DEVOLUTIVA;Não programar;;;
