O.S;;Código;Descrição;Código;Descrição;Código;Descrição;;;Código;Descrição;;Código;Descrição;Código;Descrição;Entrada;Saída Prevista;Saída;;Descrição da O.S
165523927;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98422;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;22/07/2025 06:00;22/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no chassi, colocar parafusos de fixação do implemento ao chassi LD acima do tanque diesel, está faltando8184734_3;8184703_4;  Material disponível na sala de aprovisionamento 
"
165523928;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98380;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;22/07/2025 06:00;22/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no chassi, colocar parafusos de fixação do implemento ao chassi LD acima do tanque diesel, está faltando8184734_4;8184703_4;  
"
165525828;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98297;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1  frente 207
"
165525839;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada na estrutura, trocar estribo LD completo, está quebrado 8140729_1; 8140728_1; 8191216_1; 8149861_1; 8153620_1; 8143945_1; 8143941
"
165525845;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98406;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"M_OT_P_MEC_2_6,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos do 2° eixo dianteiro LE e LD , estão com fadigas 8155513_4; 8118288_6;  8155449_4; 8155450_4  
"
165525854;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98406;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"A_OT_P_MEC -1,00_2 - Inspeção realizada no sistema de ar condicionado, trocar coxim do condenssador do ar posicionado atras da cabine LE e LD, está rachado 8177617_4    
"
165525855;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98406;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"M_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL frente 209
"
165525862;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98396;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1  
"
165525870;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98404;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"M_OT_P_MEC_2_6,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos do 2° eixo dianteiro LE e LD , estão com fadigas 8155513_4; 8118288_6;  8155449_4; 8155450_4  
"
165525874;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98404;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no chassi, colocar parafusos de fixação do implemento ao chassi LD acima do tanque diesel, está faltando8184734_4;8184703_4;  
"
165525883;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98386;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de suspensão. Instalar haste niveladora do 1° eixo dianteiro L/D, esta faltando.      8185854_1      F-209
"
165525886;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98386;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"M_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL frente 209
"
165525893;Programada;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98382;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"M_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL frente 209  Material disponível na sala de Aprovisionamento 
"
165525911;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98380;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada na cabine, trocar borracha da escada de acesso a cabine LE, está rasgada 8125695_1; 8156736_1  
"
165525912;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98380;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/07/2025 06:00;25/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada na estrutura, colocar parafusos de fixação do suporte de fixação elástica LD atras do filtro de ar do motor, está sem 8184734_3; 8184703_3
"
165526116;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98422;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;28/07/2025 06:00;28/07/2025 06:01;;0;"A_OT_P_MEC_2_1,00 - Inspeção realizada no eixo dianteiro, trocar coifa do cilindro de direção LD , está rasgada 8191518_1; 8191527_1; 8174974_1 Material disponível sala de aprovisionamento RETIRADO KELLER
"
165526690;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98295;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;28/07/2025 06:00;28/07/2025 06:01;;0;"M_FR_P_MEC_2_6,00 - Inspeção realizada sistema de freio. Trocar lonas de freio do 1° E 2° eixo traseiro, LD e LE   estão próximo ao limite preventivo conforme POP.AGR.MANT.0041    16_8113604, 200_6012109; 8130939_8 NECESSÁRIO CALÇAR O EQUIPAMENTO.  APROVIONAMENTO, ENCAMINHAR MATERIAL PARA OFICINA FIXA REBITAR E DISPONIBILIZAR PARA PROGRAMAÇÃO EM PREVENTIVA PROGRAMADA. 
"
165526847;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98296;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;28/07/2025 06:00;28/07/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar parafusos do  jumelos do 2° eixo dianteiro LD  , estão com parafusos irregular ; 8155449_4; 8155450_4  frente 208 
"
165526848;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98296;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;28/07/2025 06:00;28/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada na proteção partes quentes, colocar telas protetoras do capô central do motor, está faltando 8192132_1; 8192131_1; 6012077_20  NECESSÁRIO LEVAR ARREBITADEIRA
"
165526851;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98295;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;28/07/2025 06:00;28/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada na proteção partes quentes, colocar telas protetoras do capô central do motor, está faltando 8192132_1; 8192131_1; 6012077_20  NECESSÁRIO LEVAR ARREBITADEIRA

"
165526855;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98296;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;28/07/2025 06:00;28/07/2025 06:01;;0;"B_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL frente 206
"
165526856;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98295;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;28/07/2025 06:00;28/07/2025 06:01;;0;"A_OT_P_MEC_2_1,00 - Inspeção realizada no eixo dianteiro, trocar coifa do cilindro de direção, está rasgada 8191518_2; 8191527_2; 8174974_2 
"
165527463;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98410;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;29/07/2025 06:00;29/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada na estrutura, trocar carenagem partes quentes L/E do motor e capô central do motor, estão quebrados 8186723_1; 8186725_1(P5)
"
165527466;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98297;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;29/07/2025 06:00;29/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada nas carenagem partes quentes, colocar telas proteção no capô do motor, posicionado atras da cabine 8192131_1; 8192132_1; 8192130; 6012077_30  NECESSÁRIO LEVAR REBITADEIRA
"
165527471;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98297;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;29/07/2025 06:01;29/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no chassi, colocar parafusos de fixação do implemento ao chassi LD acima do tanque diesel, está faltando 8184734_3; 8184703_3;   
"
165527475;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98410;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;29/07/2025 06:00;29/07/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada no chassi, colocar parafusos de fixação do implemento ao chassi LD acima do tanque diesel, está faltando 8184734_1; 8184703_1
"
165527480;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98368;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;29/07/2025 06:00;29/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no chassi, colocar parafusos de fixação do implemento ao chassi LD acima do tanque diesel, está faltando 8184734_3; 8184703_3;    Material disponível na sala de Aprovisionamento ENTREGUE NEVITON 

"
165527864;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98292;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:31;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no chassi, colocar parafusos de fixação do implemento ao chassi LD acima do tanque diesel, está faltando 8184734_3; 8184703_3;   
"
165527867;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98390;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no chassi, colocar parafusos de fixação do implemento ao chassi LD acima do tanque diesel, está faltando 8184734_3; 8184703_3;   
"
165527869;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98294;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no chassi, colocar parafusos de fixação do implemento ao chassi LD acima do tanque diesel, está faltando 8184734_3; 8184703_3;   
"
165527870;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98370;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no chassi, colocar parafusos de fixação do implemento ao chassi LD acima do tanque diesel, está faltando 8184734_3; 8184703_3;   
"
165527872;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no chassi, colocar parafusos de fixação do implemento ao chassi LD acima do tanque diesel, está faltando 8184734_3; 8184703_3;   

"
165527875;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada na cabine, trocar borracha da escada de acesso a cabine LE, está rasgada 8125695_1; 8156736_1   
"
165527877;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar manta do escape , está com desgaste 8175813_1  Material disponivel na sala de Aprovisionamento 		
"
165527884;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98370;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada nas caregens partes quentes, colocar tela de proteção LE, está faltando 8192130_1; 6012077_20 NECESSÁRIO LEVAR FURADEIRA, BROCA E REBITADEIRA
"
165527886;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98294;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada nas caregens partes quentes, colocar tela de proteção LE, está faltando 8192130_1; 6012077_20 NECESSÁRIO LEVAR FURADEIRA, BROCA E REBITADEIRA

"
165527887;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada nas caregens partes quentes, colocar tela de proteção LE, está faltando 8192130_1; 6012077_20 NECESSÁRIO LEVAR FURADEIRA, BROCA E REBITADEIRA
"
165527888;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_SS_P_MEC_0,15_1 - Inspeção realizada na parte eletrica, colocar trava da chave geral, está faltando o bloqueio .8174203_1 frente 205
"
165527889;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98370;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_OT_P_MEC_2_6,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos do 2° eixo dianteiro LE e LD e suporte LD , estão com fadigas 8155513_4; 8118288_6; 8174985_1; 8155449_4; 8155450_4  frente 205
"
165527892;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98370;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"M_OT_P_MEC_2_4,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos do 1° eixo dianteiro LD E LE  , estão com fadigas  8118288_6;  frente 205
"
165527894;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98294;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_SS_P_MEC_2,00_2 - Inspeção realizada no eixo dianteiro, trocar bucha dos braços da barra de estabilização do eixo dianteiro, está com fadiga 8122223_4; 8127170_2  
"
165527895;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98398;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 00:00;30/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada nas caregens partes quentes, colocar tela de proteção LE, está faltando 8192130_1; 6012077_20 NECESSÁRIO LEVAR FURADEIRA, BROCA E REBITADEIRA
"
165527896;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98390;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:03;30/07/2025 06:05;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada nas caregens partes quentes, colocar tela de proteção LE, está faltando 8192130_1; 6012077_20 NECESSÁRIO LEVAR FURADEIRA, BROCA E REBITADEIRA
"
165527898;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98398;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"M_SS_P_MEC_1_1,00 - Inspeção realizada no eixo dianteiro, trocar terminal 90° LD da barra curta superior LD, está com folga 8178943_1 
"
165527902;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98418;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"A_MT_P_MEC_0,10_1 - Inspeção realizada no motor diesel - tampa do enchimento de oleo no motor, esta com a tampa danificada e vazando 8159588_01  
"
165527903;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98418;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:01;;0;"B_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL frente 205  
"
165527907;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98292;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/07/2025 06:00;30/07/2025 06:30;;0;"A_MT_P_MEC_0,10_1,00 - Inspeção realizada no sistema do tanque arla. Trocar o tanque ARLA , está com vazamento. 8121710_1  
"
165528007;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98372;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;31/07/2025 06:00;31/07/2025 06:01;;0;"M_SS_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro, trocar terminal 90° do conjunto de terminal de direção  do 1° eixo dianteiro LD, está com folga 8178943_1 Material disponível na sala de aprovisionamento 
"
165529575;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98293;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;02/08/2025 06:00;02/08/2025 06:01;;0;"A_MMT_P_MEC_1_1,00 - Inspeção realizada no motor diesel, trocar arruelas de vedação e tampa de abastecimento de óleo lubrificante, estão com vazamento 8150997_7; 8159588_1
"
165531930;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no chassi, trocar suporte de fixação elástica LD do implemento ao chassi posicionado atras do puruficador de ar, suporte está trincado  8183349_1; 8187143_1; 8184689_1; 8155330_1; 8187153_1;8187144_1; 8155329_1;    
"
165531939;Programada;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98378;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no chassi, colocar parafusos de fixação do implemento ao chassi LD acima do tanque diesel, está faltando 8184734_1(P5); 8184703_1Material disponível na sala de aprovisionamento 
"
165531941;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98378;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"B_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL frente 208
"
165531954;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98390;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_FR_P_MEC_2_2,00 - Inspeção realizada no sistema de freio, trocar catraca de regulagem do freio 2° eixo lado direito, ja foi regulado de modo automático e manual e não está funcinando 8184825_1
"
165531983;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"M_FR_P_MEC_2_3,00 - Inspeção realizada sistema de freio. Trocar lonas de freio do 2° eixo traseiro, LD   está próximo ao limite preventivo conforme POP.AGR.MANT.0041    4_8113604, 100_6012109; 3015606_2 NECESSÁRIO CALÇAR O EQUIPAMENTO.  APROVIONAMENTO, ENCAMINHAR MATERIAL PARA OFICINA FIXA REBITAR E DISPONIBILIZAR PARA PROGRAMAÇÃO EM PREVENTIVA PROGRAMADA.   
"
165531984;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_FR_P_MEC_2_3,00 - Inspeção realizada sistema de freio. Trocar lonas de freio do 1° eixo traseiro, LD   está com a lona solta    4_8113604, 100_6012109; 3015606_2 NECESSÁRIO CALÇAR O EQUIPAMENTO.  APROVIONAMENTO, ENCAMINHAR MATERIAL PARA OFICINA FIXA REBITAR E DISPONIBILIZAR PARA PROGRAMAÇÃO EM PREVENTIVA PROGRAMADA.   
"
165532218;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98404;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1   
"
165532544;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98376;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"B_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar tampa de bateria, esta quebrada.             8123166_1   
"
