O.S;Frota;Modelo;Descrição da O.S
165498441;101530;John Deere CH670 2L Colhe;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Instalar isolador de cabine,esta faltando.      8142557_2    8103248_4  
"
165498442;98414;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar tampa de bateria, esta quebrada.             8123166_1  
"
165498443;98382;MB Axor3131 8x4 Trans.CCT;"A_MT_P_MEC_0,15_1,00 - Inspeção realizada no sistema de motor. Trocar vareta de nivel de oleo do motor, esta vazando na vedação.    8142179_1
"
165498445;98414;MB Axor3131 8x4 Trans.CCT;"A_MT_P_MEC_0,15_1,00 - Inspeção realizada no sistema de admissão. Instalar valvula da carcaça do filtro de ar, esta faltando.    8047093_1
"
165495456;119930;Volkswagen 31.330 CRC 6x4;"Número da Amostra: 2400839085 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 771 Eixo diferencial dianteiro
Avaliação: Encontrado concentração de Ferro, Silício, Cobre, partículas metálicas e moderado índice de PQI. Os resultados indicam contaminação externa e desgaste anormal do compartimento.
Ações de inspeção:  É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. LAUDO SERÁ TRATADO NA REFORMA ENTRESSAFRA DO PLANTIO- REGULARIZAÇÃO DA OS 165487463
"
165498584;98386;MB Axor3131 8x4 Trans.CCT;"A_OT_P_2,00_2,00 - Inspeção realizada no sistema de direção. Trocar coifa do 1° eixo direcional L/E e L/D está rasgada.                8176116_2

"
165498585;98382;MB Axor3131 8x4 Trans.CCT;"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)          8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA. MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO RETIRADO RAFAEL DOMINGUES 
"
165498586;101524;John Deere CH670 2L Colhe;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no extrator primario. Trocar guia do cabo do elevador. Esta danificado.                 8054151_1  8107257_1
"
165498590;101504;John Deere CH670 2L Colhe;"M_OT_P_MEC_2,00_2,00- Inspeção realizada no sistema de arrefecimento.Trocar helice do radiador, esta danificada.     8129245_1
"
165495457;119930;Volkswagen 31.330 CRC 6x4;"Número da Amostra: 2400839097 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 772 Eixo diferencial traseiro
Avaliação: Encontrado alta concentração de Ferro, Alumínio, Titânio, leve índice de PQI, turbidez e Silício. Os resultados indicam contaminação externa podendo gerar desgaste prematuro no compartimento.
Ações de inspeção:  É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. LAUDO SERÁ TRATADO NA REFORMA ENTRESSAFRA PLANTIO - REGULARIZAÇÃO DA OS 165487464
"
165495459;96696;Volkswagen 31.330 CRC 6x4;"Número da Amostra: 2400855762 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 772 Eixo diferencial traseiro
Avaliação: Encontrado alta concentração de Titânio, Alumínio e Silício. Os resultados indicam contaminação externa podendo gerar desgaste prematuro no compartimento.Ações de inspeção:  É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. LAUDO SERÁ TRATADO NA REFORMA ENTRESSAFRA PLANTIO - REGULARIZAÇÃO DA OS 119883765
"
165498600;101504;John Deere CH670 2L Colhe;"A_SS_P_1,00_1,00 - Inspeção realizada no sistema de diesel. Trocar tampa de abastecimento do diesel, esta quebrada.     8158689_1
"
165498601;101504;John Deere CH670 2L Colhe;"A_OT_P_2,00_2,00  Inspeção realizada no sistema da cabine. Instalar borracha de vedação em volta da cabine.      8134873_03    8138056_1.MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 
"
165495511;96675;Volkswagen 26-280 CRM 6x4;"Número da Amostra: 2500335908 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação: Encontrado concentração de Sódio e Potássio. O resultado indica contaminação por líquido arrefecedor ou contaminação externa.
Ações de inspeção:  Na próxima parada programada do equipamento, sugerimos verificar as condições do trocador de calor, indícios de contaminação por óleo no sistema de arrefecimento, o procedimento de lavagem do equipamento e as condições de operação. Enviar nova amostra no intervalo recomendado.
"
165495841;102773;John Deere 8270R 4X4;"TROCAR MOTOR DIESEL, TRANSMISSÃO E DIFERENCIAL.
"
165498615;98418;MB Axor3131 8x4 Trans.CCT;"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)          8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA. MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO RETIRADO RAFAEL DOMINGUES 
"
165498620;100786;Case Puma 230 4x4;"A_MT_P_0,10_1,00 - Inspeção realizada no sistema de motor. Trocar tampa da carcaça do filtro de ar do motor. Esta quebrada.      8138927_1 materail utilizado da os  165487100 encerrada MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 

"
165498652;100809;Case Puma 230 4x4;"A_OT_P_MEC_0,10_1 - Inspeção realizada no sistema hidraulico - Trocar a tampa do bocal de reposição de oleo na transmissao, esta faltando. 8105788_01
"
165498654;100786;Case Puma 230 4x4;"A_OT_P_MEC_0,10_1 - Inspeção realizada no sistema hidraulico - Trocar a tampa do bocal de reposição de oleo na transmissao, esta faltando. 8105788_01

"
165498664;50917;Case Puma 230 4x4;"A_MT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de combustivel. Trocar reservatorio do decantador diesel, esta trincado.    8138540_1
"
165495605;100817;Case Puma 230 4x4;"763 - CORRIGIR BARRA DE TRASSÃO.
"
165497731;101521;John Deere CH670 1LRevamp;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Instalar isolador de cabine,esta danificado. 8142557_2    8103248_4  

"
165497759;100776;Case Puma 230 4x4;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de motor. Trocar tensor da correia do compressor pneumatico.          8138304_1  

"
165497764;98400;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar tampa de bateria, esta quebrada.             8123166_1  

"
165495854;102771;John Deere 8270R 4X4;"E_Safra_2,00_2- Desmontar sistema do motor. (Hélice quebrada).
"
165495859;102771;John Deere 8270R 4X4;"E_Safra_2,00_2- Desmontar sistema de alimentação do motor, (tubos da flauta).
"
165497775;100787;Case Puma 230 4x4;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Trocar borracha de vedação da janela traseira.        8133157_1
MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO  MATERAIL RETIRADO POR  JOW 
"
165495864;102771;John Deere 8270R 4X4;"E_Safra_4,00_2- Desmontar sistema do motor (sapatas do varicool).

"
165495868;102771;John Deere 8270R 4X4;"E_Safra_2,00_2- Desmontar sistema do motor, (reservatório de expansão).
"
165495877;71895;John Deere 8345R 4X4;"E_Safra_4,00_2- Desmontar sistema do motor (sapatas do varicool).


"
165495892;72200;John Deere 8270R 4X4;"E_Safra_4,00_2- Desmontar sistema do motor (sapatas do varicool).


"
165498791;100819;Case Puma 230 4x4;"M_OT_MEC_P_2,00_2-Inspeção realizada no sistema da cabine. Trocar amortecedor da cabine. Amortecedor:8138302_2.
"
165495902;72201;John Deere 8270R 4X4;"E_Safra_4,00_2- Desmontar sistema do motor (sapatas do varicool).


"
165495907;72202;John Deere 8270R 4X4;"E_Safra_4,00_2- Desmontar sistema do motor (sapatas do varicool).
"
165495910;102772;John Deere 8270R 4X4;"E_Safra_4,00_2- Desmontar sistema do motor (sapatas do varicool).


"
165495911;74062;Carroc.Tanque Combate Inc;" PROD. BARRA-TROCA DE FAQUINHA.
"
165499340;101512;John Deere CH670 2L Colhe;"M_OT_P_MEC_2,00_2- trocar 4 coxins da cabine.    Coxins dianteiro:8129107_2; Coxins traseiro:8129108_2, Isolador traseiro: 8138057_1; isolador dianteiro: 8138351_1;  Isolador Lateral esq: 8134863_2;  Isolador lateral Dirt: 8134873_2;  Isolador dianteiro;  8138056_1.
"
165499347;50917;Case Puma 230 4x4;"M_OT_P_MEC_2,00_2- trocar amortecedores traseiro da cabine. Amortecedor; 8138302_2
"
165495914;71896;John Deere 8270R 4X4;"E_Safra_4,00_2- Desmontar sistema do motor (sapatas do varicool).

"
165496010;102932;Motor de sucção WEG;" Operação-Fazendo barulho na bomba, aparenta não puxar água
.
"
165496038;102272;Area de Vivencia Malagutt;"SETOR-VINHAÇA  -  MOTIVO-ILUMINAÇÃO INTEIRA APAGADA (FRENTE 3)  -  LOCAL-FAZENDA PIRAJA  -  REFERENCIA-TANQUE DA EB4
"
165496266;101517;John Deere CH670 2L Colhe;"TROCAR ROLETE SUPERIOR E INFERIOR
"
165496298;4445193;Subsolador Arado (Stara);"REFORMA DE EQUIPAMENTO
"
165496964;101731;Hidro Roll Setorial;"*QRU* Erro no moto redutor
 
*Faz:* Morungaba
*Cód:* 68721
*Zona:* 3
*Ref:* DESCENDO PARA O REGATO LADO DIREITO
"
165496267;103052;Distrib.T.Filtro ATA1102 ;"TROCA DO EIXO
"
165496639;50956;Case Puma 230 4x4;"Número da Amostra: 2401009116 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 247 Circuito de água
Avaliação:  Encontrado baixo nível de Glicol e pequena quantidade de limalhas. O resultado contribui para a perda das propriedades do Líquido Arrefecedor de proteger o Motor na ocorrência de superaquecimento e indica corrosão no sistema.
Ações de inspeção:  Durante a próxima parada programada do equipamento, verificar as condições do radiador e a possibilidade de adição. Drenar 50% do Líquido Arrefecedor e completar com Líquido novo. Enviar nova amostra no intervalo recomendado.
"
165497025;102916;Conj.Hir.(Motor) Setorial;"compra de de contra recuo - 06502184
"
165497246;98976;Carroceria Comboio;"Filtro
"
165497247;98977;Carroceria Comboio;"Filtro
"
165497312;98990;Carroceria Comboio;"Filtro
"
165497313;98992;Carroceria Comboio;"Filtro
"
165497314;98991;Carroceria Comboio;"Filtro
"
165497316;98978;Carroceria Comboio;"Filtro
"
165497318;98977;Carroceria Comboio;"Filtro
"
165497449;102440;Hidro Roll Hirrigabrasil;"SETOR - VINHAÇA -  EQUIPAMENTO HIDRORROL - MOTIVO - NÃO REGULA A VELOCIDADE , PROBLEMA NO MOTO REDUTOR E COMPUTADOR DE BORDO .- ELETRICISTA - CÓDIGO 90734 - FAZENDA SERRETA - ZONA 520 - REFERÊNCIA PERTO DA PISTA DE AVIÃO.
"
165497436;93187;John Deere 7230 J 4x4;"CORRIGIR PARTE ELETRICA.
"
165500205;102773;John Deere 8270R 4X4;"A_OT_P_MEC_4,00_2- Trocar CUBO do diferncial (Luva quebrado). Cubo:8189585_1.
"
165497456;102440;Hidro Roll Hirrigabrasil;"SETOR- VINHAÇA - FRENTE 02 - MOTIVO - MANGUEIRA FURADA NA TERCEIRA CAMADA - EQUIPAMENTO HIDRORROL - CÓDIGO 90007 - FAZENDA ITAÚNA - ZONA 493 - REFERÊNCIA CARREGADOR DE VINHAÇA
"
165497695;72611;Hidro Roll Metalmag ;"BAR-VN-000 - Sacou a Mangueira Principal ;

Cód: 91755
Faz: Santo Antônio das palmeiras
Zona: 806
Ref: Acompanhar tubulação que sai da EB3 
"
119883869;98976;Carroceria Comboio;"PEÇA PARA REPARO
"
119883870;98977;Carroceria Comboio;"PEÇA REPARO
"
119883871;98978;Carroceria Comboio;"peça reparo
"
165497714;139520;John Deere CH570 1L Colhe;"A_OT_P_MEC_1,00_1,00 - Inspeção realizado no sistema de arrefecimento. borracha da tampa do radiador danificada. Trocar borracha.            8118479_1MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO  MATERIAL RETIRADO ADRIANO 
"
165497734;139520;John Deere CH570 1L Colhe;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de escapamento. Instalar manta do escapamento, esta faltando.  8080163_1MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO MATERIAL RETIRADO ADRIANO 
"
165498583;98382;MB Axor3131 8x4 Trans.CCT;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema de direção. Trocar coifa do 1° eixo direcional L/E e L/D está rasgada.                8176116_2MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO  MATERAIL RETIRADO ADRIANO 
"
165498598;98386;MB Axor3131 8x4 Trans.CCT;"A_MEC_1,00_1,00 - Inspeção realizada no sistema de cambio. 2ºmarcha e 6º não engata, NECESSARIO RECOLHER PARA OFICINA FIXA!!!
"
165498599;101504;John Deere CH670 2L Colhe;"A_MEC_2,00_2,00 - Inspeção realizada no sistema de estrutura. Soldar viga do tanque diesel L/E. NECESSARIO RETIRAR O TANQUE DIESEL PARA REALIZAR O SERVIÇO DE SOLDA!!
"
165498603;117587;John Deere CH570 1L Colhe;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de admissão de ar. Trocar carcaça do filtro de ar do motor, esta colada.  8132058_1MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO  MATERAIL RETIRADO HEITOR 
"
165498606;101504;John Deere CH670 2L Colhe;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de escapamento. Instalar manta do escapamento, esta faltando.  8080163_1MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 
"
165497716;139520;John Deere CH570 1L Colhe;"A_OT_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Soldar viga da cabine L/E, esta trincada. 
"
165497768;98380;MB Axor3131 8x4 Trans.CCT;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de direção. Trocar coifa do 1° eixo direcional L/E e L/D está rasgada.              8176116_2MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO  MATERIAL RETIRADO ADRIANO 
"
165497774;100795;Case Puma 230 4x4;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Trocar borracha de vedação da janela traseira.        8133157_1MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO MATERIAL RETIRADO ADRIANO 
"
165497733;74542;Volkswagen 31.320 CNC 6x4;"A_OT_P_1,00_01 - Inspeção realizada sistema de suspensão. Trocar amortecedores dianteiros L/E, L/D . (estourados)  - 02_8190716
"
165498758;102444;Moto Bomba Om 447 - A;"PEÇAS
"
165498800;102920;Moto Bomba Fast Lift 2Eix;"Fixa - Trocar junta do cabeçote.
"
165498790;100839;Com.Residuos Org. Tatu;"763 - TROCA DE FAQUINHA.
"
165500761;72122;John Deere CH670 2L Colhe;"A_SS_P_MEC_1,00_1- Inspeção realizada no sistema do despontador, colocar trava de segurança no despontador.8035790_1; 8070808_1; 8144580_1; 8059599_1; 8013325_1; 8175656_1.
"
165500772;81506;John Deere CH570 1L Colhe;"A_OT_P_MEC_2,00_1- Inspeção realizada no sistema da cabine, Trocar o limpador de parabrisa completo. 8133629_1; 8134137_4; 8134095_1; 8159655_1; 8159656_1; 8165080_1; 8129109_1; 8129119_1; 8178409_2; 8143951_1; 8138436_2; 8136410_2; 8143984_2; 8136411_1; 8136409_1; 8149359_2; 8143983_2; 8143994_1; 8185749_1; 8166666_3.
"
165500782;101512;John Deere CH670 2L Colhe;"A_OT_P_MEC_2,00_1- Inspeção realizada no sistema da cabine, Trocar o limpador de para-brisa completo. 8133629_1; 8134137_4; 8134095_1; 8159655_1; 8159656_1; 8165080_1; 8129109_1; 8129119_1; 8178409_2; 8143951_1; 8138436_2; 8136410_2; 8143984_2; 8136411_1; 8136409_1; 8149359_2; 8143983_2; 8143994_1; 8185749_1; 8166666_3.

"
165499204;72632;M.Benz Atego 2730K 6x4;"compra de valvula tma 
"
165499319;20424;MB Axor3131 6x4 T.Plantio;"Número da Amostra: 2400848811 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação: Encontrada alta concentração de Ferro, Cromo, Alumínio, Silício e moderado índice de PQI. O resultado indica contaminação externa e desgaste acentuado do motor. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção:  É recomendado inspecionar todo sistema de admissão de ar como, filtros de ar danificados, assentamento da tampa e aperto das abraçadeiras, além de verificar o nível de óleo no cárter e possível presença de partículas de desgaste no filtro de óleo. Trocar o óleo e enviar nova amostra com metade do período programado. Informar o período de trabalho do compartimento e do óleo.***LAUDO SERÁ TRATADO NA REFORMA ENTRESSAFRA PLANTIO - REGULARIZAÇÃO DA OS 119883837***

"
165499326;72611;Hidro Roll Metalmag ;"SETOR - VINHAÇA-ASPERSÃO - EQUIPAMENTO HIDROROLL - MOTIVO - NÃO ESTÁ REGULANDO A VELOCIDADE DE RECOLHIMENTO - CÓDIGO - 91755 - FAZENDA SANTA ANTÔNIO DAS PALMEIRAS - ZONA 806 - REFERÊNCIA ACOMPANHAR AS REDES DE TUBO QUE SAI DA EB3
"
165499329;72611;Hidro Roll Metalmag ;"SETOR- VINHAÇA ASPERSÃO - EQUIPAMENTO HIDROROLL - MOTIVO-PRECISA ARRUMAR ASPERSOR ELE ESTÁ BATENDO DEVAGAR MEIO QUE PERDENDO A FORÇA /VAZANDO PARAFUSO DA JUNTA - CÓDIGO- 91755 - FAZENDA SANTA ANTÔNIO DAS PALMEIRAS - ZONA-806 - REFERÊNCIA POR TRÁS DA EB3
"
165499485;98915;MB Axor 3131 6x4 Comboio;"OFICINA CAMINHÕES - MOTIVO_VERIFICAR PARTE ELÉTRICA/ RETROVISOR L\D TROCAR/ VERIFICAR CAMERA DE RÉ NÃO FUNCIONA.
"
165499517;96588;Volkswagen 32.360 6x4;"Número da Amostra: 2500322059 Status da amostra: ATENCAO Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação:  Encontrado leve índice de PQ. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção: Na próxima parada programada do equipamento, verificar possível presença de partículas de desgaste no filtro de óleo e o nível de óleo no cárter. Trocar o óleo. Enviar nova amostra no intervalo recomendado. Informar as horas trabalhadas do compartimento e do óleo.
"
165499518;101498;John Deere CH670 1LRevamp;"Número da Amostra: 2500275965 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 4255 Caixa de engrenagens
Avaliação: Encontrado alta viscosidade do lubrificante. O resultado indica contaminação por outro tipo de óleo ou erro de aplicação. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção: Durante a próxima parada programada do equipamento, recomendamos verificar possíveis pontos de contaminação por lubrificante de outra especificação e o tipo de óleo aplicado no compartimento. Trocar o óleo. Enviar nova amostra no intervalo recomendado. Informar as horas trabalhadas do compartimento e do óleo.
"
165499842;4445193;Subsolador Arado (Stara);"REFORMA DE IMPLEMENTO
"
165499853;4445015;Subsolador Arado (Stara);"REFORMA DE IMPLEMENTO
"
165501282;102246;John Deere 7M230 4x4;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema do diferencial. Trocar retentor do diferencial dianteiro, esta vazando.      8105180_1                    NECESSARIO PEDIR O BATEDOR DO RETENTOR PARA O MECANICO ANDRE DA OFIXINA FIXA DE TRATOR PARA REALIZAR O SERVIÇO.
"
165501357;100811;Case Puma 230 4x4;"A_MT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de motor. Trocar a junta da tampa de valvula,esta vazando.       8126217_1
"
165501359;98372;MB Axor3131 8x4 Trans.CCT;"A_MT_P_MEC_0,15_1,00 - Inspeção realizada no sistema de admissão. Instalar valvula da carcaça do filtro de ar (mamica), esta faltando.    8047093_1

"
165499856;91871;S.R Vin.Rodo Linea 11,20M;"Fixa - Pé de apoio está vazando e verificar parte elétrica.
"
165499871;103189;Eliminador Soqueira DMB;"PBV PEÇAS SEM CONTRATO
"
165499717;96682;Volkswagen 26-280 CRM 6x4;"OFICINA CAMINHÕES - MOTIVO_BRAÇO HIDRÁULICO L\E ESTA VAZANDO ÓLEO/ RODA TRASEIRA ESQUENTANDO E QUEIMADO O MARCADOR DE RODAS.
"
165501366;100817;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema diesel. Trocar cinta do tanque diesel, esta danificada.         8143931_1   
"
165501371;98368;MB Axor3131 8x4 Trans.CCT;"A_SS_P_1,00_1,00 - Inspeção realizada no sistema de cabine. Vidro do retrovisor L/D trincado. Troca vidro do retrovisor L/D.   8118269_1  
"
165501372;98372;MB Axor3131 8x4 Trans.CCT;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Trocar palheta do para brisa, esta sem ação.        8112603_2 
"
165501412;100816;Case Puma 230 4x4;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01
"
165501472;98372;MB Axor3131 8x4 Trans.CCT;"A_SS_P_1,00_1,00 - Inspeção realizada no sistema de cabine. Vidro do retrovisor L/D trincado. Troca vidro do retrovisor L/D.   8118269_1  

"
165501474;360917;John Deere CH570 1L Colhe;"A_OT_P_MEC_2,00_1,00 - Inspeção realizada no sistema cabine. Trocar vidro traseiro. Vidro trincado.   8131373_01; 6004658_4 AGUARDAR O TEMPO DE CURA DO ADESIVO
"
165499725;102251;John Deere 6135J;"T.O - ASSISTENCIA TECNICA - PEÇAS
"
165499846;100782;Case Puma 230 4x4;"T.O - ASSISTENCIA TECNICA - PEÇAS
"
165501483;360917;John Deere CH570 1L Colhe;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Colocar capa do retrovisor, esta faltando.       8133179_1
"
165501500;101503;John Deere CH670 2L Colhe;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de estutura e proteção. Instalar acerador traseiro L/E, esta faltando.           8179545_1
"
165501504;100816;Case Puma 230 4x4;"A_MT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de arrefecimento. Trocar radiador de agua, esta furado.      3007055_1
"
165499850;97627;SR Basculante 3E Facchini;"OFICINA CAMINHÕES - MOTIVO_ TROCAR  CUICA DE FREIO SEGUNDO EIXO L\E / TROCAR LONA DE FREIO TERCEIRO EIXO L\E E TROCAR BUCHA DOS TIRANTES.
"
165501508;101525;John Deere CH670 2L Colhe;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de rodante. Trocar rolete superior L/D e L/E.    8061002_2
"
165501509;100783;Case Puma 230 4x4;"A_OT_P_MEC_0,10_1 - Inspeção realizada no sistema hidraulico - Trocar a tampa do bocal de reposição de oleo na transmissao, esta danificada. 8105788_01

"
165501558;100791;Case Puma 230 4x4;"A_OT_P_MEC_2,00_1,00 - Inspeção realizada no sistema comando. Trocar reparo do comando, esta vazando.      8130009_2   8037627_2  8089271_2   
"
165501598;168601;Case Puma 230 4x4;"A_TR_P_MEC_2,00_2,00 - Inspeção realizada no sistema de transmissão. Trocar reparo da carcaça do filtro de transmissão. Esta vazando. NECESSARIO ESGOTAR O OLEO DA TRANSMISSÃO.        8140307_2   8125593_1   
"
165501501;168601;Case Puma 230 4x4;"A_SS_P_MEC_2,00_2,00 - Inspeção realizada no sistema da cabine. Trocar os amortecedores da cabine L/E e L/D, estão danificados.   8138302_2
"
165501506;168601;Case Puma 230 4x4;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01

"
165500153;173223;John Deere CH570 1L Colhe;"compra de item ND 
"
165500189;74075;Conj. Hirrigação Setorial;"PEÇAS
"
165500192;102444;Moto Bomba Om 447 - A;"FRENTE-9 - SETOR- VINHAÇA - MOTIVO - ACELERADOR QUEBRADO - CÓDIGO - 90016 - FAZENDA RIACHUELO - ZONA - 29 - REFERÊNCIA - PRÓXIMO AO LIXÃO
"
165500207;98977;Carroceria Comboio;"COMPRA DE PEÇA MOLA QUEBRADA
"
165500518;74053;Multicultivador Kronos;"Compra de peça para reparo
"
165501364;4445208;Subsolador Arado (Stara);"REFORMA DE IMPLEMENTO
"
165500200;102789;John Deere 8260R 4X4;"Trocar mangote e abracadeira
"
165500208;96366;M.Benz Atego 2730K 6x4;"PRESSAGEM DE MANGUEIRA 
"
165500213;102773;John Deere 8270R 4X4;"A_OT_P_MEC_20,00_2- Revisar e trocar retentores e raspadores do sistema de articulação eixo dianteiro L/E e L/D.
"
165500223;106715;Car.Abrigo Operad.Ecoagro;"OFICINA TRATORES - MOTIVO_EIXO TRINCADO/REVISAR PARTE ELÉTRICA.
"
165500224;163661;John Deere CH950 2L Colhe;"compra de corrente 
"
165500317;97713;M.Benz Atego 1719;"A_OT_P_3,00_01- Inspeção realizada suspensão. Trocar amortecedores dianteiros (estourados), buchas do estabilizador dianteiro e braço do estabilizador traseiro.  02_8150757, 02_8137449, 01_8139564
"
165500519;103130;Grade Aradora Civemasa;"SUBSTITUIÇÃO DE DISCO
"
119883909;100809;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
165500644;100767;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
165500652;100777;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
165501697;61042;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1- Inspeção realizada no sistema de alimentação, Trocar o copinho e mangueiras do sistema de alimentação.  8138540_1; 8151541_1; 8161693_1; 8141559_3; 8161676_1; 8122364_1; 8150822_1; 8151542_1.
"
165500660;100783;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
165501700;100826;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1- Inspeção realizada no sistema de alimentação, Trocar o copinho e mangueiras do sistema de alimentação.  8138540_1; 8151541_1; 8161693_1; 8141559_3; 8161676_1; 8122364_1; 8150822_1; 8151542_1.
"
165500661;100786;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
165500670;100798;Case Puma 230 4x4;"[Plano Pós Acidente] A 0,10 1 - SISTEMA MOTOR - Verificar sistema de alimentação completo (TRAVA DO FILTRO DIESEL, mangueiras, mangotes, abraçadeiras) e condições dos chicotes elétricos (presença de atrito, desgaste, etc). Substituir se necessário.
"
